Date,Website country,User Country,Device Category,Site visits,Bookings,Booking Tool visits
2022-09-22,US,NO,tablet,19,0,9
2022-09-24,NL,US,tablet,19,1,7
2022-09-26,NO,NL,mobile,19,1,8
2022-09-27,IT,NO,desktop,19,0,13
2022-09-29,IT,NO,desktop,19,2,14
2022-08-22,US,NO,mobile,18,0,4
2022-08-23,DE,NO,desktop,18,2,9
2022-08-25,US,IT,desktop,18,1,10
2022-09-03,US,NO,desktop,18,4,10
2022-09-06,IT,NO,desktop,18,2,12
2022-09-07,IT,DE,desktop,18,0,15
2022-09-07,NO,DE,desktop,18,2,14
2022-09-07,NO,NL,mobile,18,1,9
2022-09-08,DE,IT,desktop,18,1,9
2022-09-09,DE,NO,desktop,18,1,10
2022-09-09,NO,DE,desktop,18,7,12
2022-09-11,US,IT,tablet,18,0,10
2022-09-13,DE,IT,desktop,18,3,12
2022-09-13,NO,NL,mobile,18,0,10
2022-09-14,DE,IT,desktop,18,2,10
2022-09-14,IT,NL,mobile,18,0,8
2022-09-15,IT,DE,desktop,18,2,10
2022-09-16,DE,IT,mobile,18,0,11
2022-09-16,IT,DE,desktop,18,1,8
2022-09-17,NL,DE,tablet,18,0,14
2022-09-21,NO,DE,desktop,18,1,14
2022-09-21,US,NO,tablet,18,0,6
2022-09-22,NO,NL,mobile,18,2,8
2022-09-22,US,IT,tablet,18,0,9
2022-09-26,IT,NL,mobile,18,1,9
2022-09-26,US,NO,tablet,18,0,10
2022-09-28,US,IT,tablet,18,0,6
2022-09-29,DE,NO,desktop,18,1,10
2022-08-22,DE,NO,mobile,17,0,11
2022-08-24,NO,DE,desktop,17,0,12
2022-08-25,DE,IT,desktop,17,2,12
2022-08-26,NO,NL,mobile,17,0,6
2022-08-28,DE,NO,desktop,17,5,9
2022-08-29,NO,NL,mobile,17,0,9
2022-09-01,DE,NO,mobile,17,0,9
2022-09-01,NO,NL,mobile,17,0,7
2022-09-02,NO,NL,mobile,17,1,5
2022-09-03,DE,IT,desktop,17,2,9
2022-09-03,DE,NO,desktop,17,0,10
2022-09-05,IT,NO,desktop,17,0,13
2022-09-08,DE,NO,desktop,17,2,8
2022-09-11,DE,NO,desktop,17,3,10
2022-09-12,DE,NO,desktop,17,3,8
2022-09-13,US,IT,tablet,17,0,5
2022-09-14,NO,DE,desktop,17,2,10
2022-09-14,US,NO,tablet,17,0,8
2022-09-15,NO,NL,mobile,17,1,6
2022-09-20,NO,NL,mobile,17,1,7
2022-09-23,DE,IT,desktop,17,1,10
2022-09-24,DE,NO,desktop,17,2,8
2022-09-26,US,IT,tablet,17,1,6
2022-09-27,US,IT,tablet,17,0,11
2022-08-23,DE,NO,mobile,16,0,12
2022-08-24,DE,IT,desktop,16,2,13
2022-08-25,IT,DE,desktop,16,3,13
2022-08-26,IT,DE,desktop,16,0,12
2022-08-28,DE,NO,mobile,16,0,8
2022-08-28,US,NO,mobile,16,0,6
2022-08-29,IT,DE,desktop,16,1,14
2022-08-30,NO,DE,desktop,16,1,9
2022-09-01,IT,NO,desktop,16,3,13
2022-09-03,DE,NO,mobile,16,0,7
2022-09-04,DE,IT,mobile,16,0,8
2022-09-12,DE,IT,mobile,16,0,10
2022-09-15,DE,IT,desktop,16,0,9
2022-09-16,US,IT,tablet,16,0,6
2022-09-18,US,NO,tablet,16,1,7
2022-09-20,US,IT,tablet,16,0,4
2022-09-21,DE,IT,desktop,16,1,8
2022-09-23,IT,NO,desktop,16,2,12
2022-09-26,DE,IT,desktop,16,2,9
2022-09-28,NO,DE,desktop,16,3,11
2022-08-22,IT,NO,desktop,15,0,11
2022-08-24,IT,NO,desktop,15,2,14
2022-08-25,IT,NO,desktop,15,0,7
2022-08-26,DE,NO,mobile,15,2,9
2022-08-29,DE,NO,mobile,15,1,6
2022-08-29,IT,NO,desktop,15,2,9
2022-08-31,DE,IT,desktop,15,2,7
2022-09-03,DE,IT,mobile,15,0,4
2022-09-04,DE,NO,mobile,15,0,6
2022-09-06,NO,IT,desktop,15,2,4
2022-09-09,IT,NO,desktop,15,0,10
2022-09-09,US,DE,tablet,15,2,6
2022-09-10,DE,IT,desktop,15,3,11
2022-09-10,NO,NL,desktop,15,0,10
2022-09-10,NO,NL,mobile,15,1,7
2022-09-11,IT,DE,desktop,15,4,10
2022-09-12,IT,NO,desktop,15,3,10
2022-09-12,NO,IT,mobile,15,0,2
2022-09-13,IT,NO,desktop,15,3,11
2022-09-15,IT,NO,desktop,15,2,12
2022-09-16,DE,NO,mobile,15,0,5
2022-09-18,DE,US,tablet,15,0,7
2022-09-19,US,NO,tablet,15,0,3
2022-09-20,US,NO,tablet,15,2,6
2022-09-21,IT,NO,desktop,15,1,11
2022-09-23,US,NO,tablet,15,0,8
2022-09-26,IT,NO,desktop,15,2,10
2022-09-27,DE,IT,desktop,15,2,10
2022-09-27,DE,IT,mobile,15,0,10
2022-09-27,NO,DE,desktop,15,1,9
2022-09-28,US,NO,tablet,15,1,6
2022-08-26,US,NO,mobile,14,0,3
2022-08-28,DE,IT,mobile,14,0,6
2022-08-29,IT,DE,mobile,14,0,8
2022-08-30,IT,NO,desktop,14,2,8
2022-09-04,DE,IT,desktop,14,1,9
2022-09-06,DE,IT,mobile,14,0,10
2022-09-08,NL,DE,tablet,14,0,8
2022-09-08,NO,NL,mobile,14,0,4
2022-09-10,US,NO,tablet,14,0,4
2022-09-11,DE,NO,mobile,14,0,6
2022-09-14,DE,IT,mobile,14,1,9
2022-09-15,NO,DE,desktop,14,1,8
2022-09-16,DE,IT,desktop,14,0,7
2022-09-17,DE,IT,desktop,14,4,8
2022-09-19,US,IT,tablet,14,1,8
2022-09-20,DE,IT,mobile,14,0,11
2022-09-20,NO,DE,desktop,14,1,11
2022-09-21,IT,DE,desktop,14,1,11
2022-09-21,NO,NL,mobile,14,1,4
2022-09-22,NO,DE,desktop,14,1,8
2022-09-23,US,IT,tablet,14,0,2
2022-09-25,DE,NO,desktop,14,2,11
2022-09-25,DE,NO,mobile,14,0,3
2022-08-25,DE,IT,mobile,13,0,6
2022-08-27,NO,NL,mobile,13,0,4
2022-08-28,DE,US,tablet,13,0,8
2022-08-28,IT,NO,desktop,13,0,11
2022-08-30,DE,IT,mobile,13,1,7
2022-08-30,DE,NO,mobile,13,0,6
2022-09-02,DE,NO,desktop,13,1,9
2022-09-02,NO,IT,desktop,13,3,6
2022-09-05,US,NO,mobile,13,0,3
2022-09-07,DE,IT,desktop,13,2,7
2022-09-08,DE,NO,mobile,13,1,6
2022-09-09,DE,NO,mobile,13,0,5
2022-09-09,US,NO,tablet,13,0,6
2022-09-11,DE,IT,mobile,13,0,3
2022-09-13,NO,DE,desktop,13,1,7
2022-09-14,IT,NO,desktop,13,2,9
2022-09-14,NO,NL,mobile,13,1,7
2022-09-14,US,IT,tablet,13,0,3
2022-09-20,DE,NO,desktop,13,2,10
2022-09-22,DE,IT,desktop,13,1,5
2022-09-24,US,IT,tablet,13,0,5
2022-09-26,DE,NO,desktop,13,2,10
2022-09-27,NO,IT,desktop,13,5,9
2022-09-29,DE,IT,desktop,13,0,8
2022-09-29,NO,DE,desktop,13,2,8
2022-09-29,US,IT,tablet,13,2,4
2022-08-24,DE,IT,mobile,12,0,7
2022-08-24,DE,NO,mobile,12,1,4
2022-08-26,DE,IT,mobile,12,0,7
2022-08-26,NO,DE,desktop,12,0,9
2022-08-27,DE,IT,desktop,12,0,12
2022-08-27,DE,NO,mobile,12,0,7
2022-08-27,NO,NL,desktop,12,0,5
2022-08-28,DE,IT,desktop,12,2,12
2022-08-28,NO,NL,desktop,12,0,7
2022-08-29,DE,IT,mobile,12,0,8
2022-08-29,DE,US,tablet,12,2,7
2022-08-30,DE,IT,desktop,12,0,6
2022-09-02,DE,IT,mobile,12,0,4
2022-09-02,DE,NO,mobile,12,0,5
2022-09-05,DE,IT,mobile,12,0,6
2022-09-07,DE,IT,mobile,12,0,8
2022-09-07,US,NO,tablet,12,1,6
2022-09-08,NO,DE,desktop,12,0,7
2022-09-09,DE,IT,mobile,12,1,10
2022-09-10,DE,IT,mobile,12,0,6
2022-09-12,US,IT,tablet,12,0,0
2022-09-17,DE,IT,mobile,12,1,6
2022-09-18,DE,IT,desktop,12,2,5
2022-09-21,NO,IT,mobile,12,0,5
2022-09-25,DE,US,tablet,12,0,10
2022-08-23,DE,IT,mobile,11,0,8
2022-08-23,NO,DE,desktop,11,1,7
2022-08-27,DE,IT,mobile,11,0,6
2022-08-27,IT,DE,mobile,11,1,5
2022-09-02,NL,DE,tablet,11,0,3
2022-09-04,IT,DE,desktop,11,0,9
2022-09-05,DE,US,tablet,11,2,6
2022-09-06,DE,NO,mobile,11,1,4
2022-09-07,DE,NO,desktop,11,1,5
2022-09-08,IT,NO,mobile,11,1,10
2022-09-10,US,IT,tablet,11,0,3
2022-09-12,DE,IT,desktop,11,0,8
2022-09-13,DE,IT,mobile,11,0,7
2022-09-17,DE,NO,desktop,11,1,5
2022-09-18,NO,IT,mobile,11,0,5
2022-09-20,NO,IT,mobile,11,0,7
2022-09-21,DE,IT,mobile,11,0,8
2022-09-21,US,IT,tablet,11,2,4
2022-09-23,NO,DE,desktop,11,1,8
2022-09-23,NO,NL,mobile,11,0,3
2022-09-24,NO,IT,mobile,11,0,1
2022-09-25,IT,DE,desktop,11,0,8
2022-09-25,IT,NO,desktop,11,0,5
2022-09-27,NO,NL,mobile,11,0,4
2022-09-27,US,NO,tablet,11,0,4
2022-09-28,NO,DE,mobile,11,0,3
2022-09-29,US,NO,tablet,11,0,3
2022-08-26,US,NL,tablet,10,1,2
2022-08-28,NO,DE,desktop,10,1,5
2022-08-30,US,NO,mobile,10,0,3
2022-08-31,DE,IT,mobile,10,0,3
2022-09-01,NL,DE,tablet,10,0,3
2022-09-01,NO,IT,desktop,10,2,6
2022-09-01,US,NL,tablet,10,1,3
2022-09-02,DE,US,tablet,10,2,5
2022-09-03,IT,NO,desktop,10,0,7
2022-09-04,NO,DE,mobile,10,0,3
2022-09-05,NO,IT,mobile,10,0,5
2022-09-08,DE,IT,mobile,10,1,7
2022-09-08,IT,NO,desktop,10,0,6
2022-09-09,DE,IT,desktop,10,2,5
2022-09-09,NO,IT,mobile,10,1,7
2022-09-10,DE,NO,desktop,10,3,4
2022-09-12,DE,NO,mobile,10,0,4
2022-09-16,DE,US,tablet,10,0,6
2022-09-17,DE,NO,mobile,10,0,4
2022-09-19,DE,IT,mobile,10,0,7
2022-09-19,NO,IT,mobile,10,1,8
2022-09-23,DE,NO,mobile,10,0,4
2022-09-23,DE,US,tablet,10,1,5
2022-09-23,IT,DE,mobile,10,0,8
2022-09-24,US,NO,tablet,10,0,6
2022-09-25,DE,IT,desktop,10,1,8
2022-09-25,IT,DE,mobile,10,1,6
2022-09-25,NO,DE,mobile,10,1,4
2022-09-28,DE,IT,desktop,10,1,8
2022-09-28,DE,IT,mobile,10,0,7
2022-08-23,IT,NO,desktop,9,1,6
2022-08-23,NO,IT,desktop,9,1,7
2022-08-25,DE,NO,mobile,9,0,4
2022-08-26,IT,DE,mobile,9,2,5
2022-08-27,IT,DE,desktop,9,2,8
2022-08-27,NO,DE,mobile,9,0,5
2022-08-27,US,NL,tablet,9,0,2
2022-08-28,DE,NL,tablet,9,0,6
2022-08-29,NL,DE,tablet,9,0,3
2022-08-30,IT,NO,mobile,9,0,4
2022-08-31,IT,NO,desktop,9,0,5
2022-08-31,NO,DE,desktop,9,0,6
2022-09-04,IT,NO,desktop,9,2,7
2022-09-04,NO,DE,desktop,9,3,3
2022-09-07,DE,NO,mobile,9,0,1
2022-09-08,DE,US,tablet,9,1,6
2022-09-08,US,IT,tablet,9,1,4
2022-09-11,IT,NO,desktop,9,0,8
2022-09-13,NL,IT,tablet,9,0,5
2022-09-14,NL,DE,tablet,9,0,5
2022-09-15,NL,IT,tablet,9,0,5
2022-09-18,DE,NO,mobile,9,0,4
2022-09-18,IT,DE,desktop,9,0,5
2022-09-19,IT,NO,desktop,9,1,8
2022-09-19,NO,IT,desktop,9,0,7
2022-09-22,DE,US,tablet,9,0,2
2022-09-23,NO,IT,desktop,9,1,5
2022-09-24,DE,US,tablet,9,1,5
2022-09-24,IT,NO,desktop,9,0,6
2022-09-27,DE,US,tablet,9,1,7
2022-09-27,NL,DE,tablet,9,0,6
2022-09-28,NL,IT,tablet,9,0,5
2022-09-28,NO,NL,mobile,9,1,5
2022-09-29,NO,IT,mobile,9,0,2
2022-08-22,DE,US,tablet,8,0,4
2022-08-22,NO,DE,mobile,8,1,4
2022-08-24,US,NL,tablet,8,0,4
2022-08-25,IT,DE,mobile,8,0,2
2022-08-25,NO,DE,desktop,8,1,4
2022-08-25,US,NL,tablet,8,0,2
2022-08-27,DE,US,tablet,8,1,4
2022-08-27,IT,NO,desktop,8,0,5
2022-08-28,NL,DE,tablet,8,1,4
2022-09-01,DE,US,tablet,8,0,5
2022-09-04,NL,DE,tablet,8,0,6
2022-09-04,NO,IT,desktop,8,0,6
2022-09-07,IT,DE,mobile,8,1,3
2022-09-07,NO,IT,desktop,8,0,2
2022-09-08,NL,IT,tablet,8,0,3
2022-09-08,NO,DE,mobile,8,0,2
2022-09-08,NO,IT,desktop,8,1,5
2022-09-09,NL,DE,tablet,8,0,5
2022-09-10,NL,DE,tablet,8,0,5
2022-09-11,NO,IT,desktop,8,0,3
2022-09-12,NL,DE,tablet,8,0,5
2022-09-12,NO,IT,desktop,8,0,6
2022-09-13,DE,NO,mobile,8,0,4
2022-09-13,DE,US,tablet,8,0,2
2022-09-15,DE,NO,desktop,8,2,3
2022-09-15,NO,IT,mobile,8,0,4
2022-09-17,IT,DE,mobile,8,0,2
2022-09-17,IT,NO,mobile,8,0,4
2022-09-18,NL,DE,tablet,8,0,2
2022-09-19,DE,NO,mobile,8,0,4
2022-09-19,IT,DE,mobile,8,0,5
2022-09-20,IT,NO,desktop,8,1,6
2022-09-21,NL,IT,tablet,8,0,5
2022-09-21,NO,IT,desktop,8,0,6
2022-09-23,NL,IT,tablet,8,0,1
2022-09-24,DE,NO,mobile,8,0,4
2022-09-24,IT,NO,mobile,8,0,4
2022-09-24,NO,DE,desktop,8,0,4
2022-09-24,NO,IT,desktop,8,1,2
2022-09-26,DE,IT,mobile,8,1,4
2022-09-28,NL,DE,tablet,8,0,2
2022-09-28,NO,IT,mobile,8,0,2
2022-09-29,DE,NO,mobile,8,2,1
2022-08-23,NL,DE,tablet,7,1,3
2022-08-24,DE,US,tablet,7,1,2
2022-08-24,NO,DE,mobile,7,1,4
2022-08-25,NO,DE,mobile,7,0,5
2022-08-28,IT,DE,mobile,7,0,5
2022-08-28,NO,IT,desktop,7,0,5
2022-08-29,NO,DE,desktop,7,1,4
2022-08-29,NO,IT,desktop,7,2,2
2022-08-31,DE,US,tablet,7,0,2
2022-08-31,NL,DE,tablet,7,0,5
2022-08-31,US,NL,tablet,7,0,5
2022-09-01,NL,IT,tablet,7,1,4
2022-09-02,IT,DE,mobile,7,0,5
2022-09-02,NO,DE,desktop,7,1,6
2022-09-03,US,NL,tablet,7,0,3
2022-09-04,DE,US,tablet,7,0,5
2022-09-05,NO,DE,mobile,7,0,3
2022-09-06,DE,US,tablet,7,0,4
2022-09-06,NL,DE,tablet,7,0,2
2022-09-06,NL,IT,tablet,7,0,4
2022-09-07,IT,NO,desktop,7,0,6
2022-09-07,NL,IT,tablet,7,0,5
2022-09-09,IT,DE,mobile,7,0,5
2022-09-09,IT,NO,mobile,7,0,2
2022-09-10,DE,NO,mobile,7,0,3
2022-09-10,IT,NO,desktop,7,2,4
2022-09-10,NO,DE,desktop,7,1,5
2022-09-11,NO,DE,desktop,7,3,7
2022-09-13,IT,NO,mobile,7,0,4
2022-09-14,NO,DE,mobile,7,0,5
2022-09-15,DE,IT,mobile,7,1,4
2022-09-15,DE,NO,mobile,7,0,5
2022-09-16,IT,NO,desktop,7,1,5
2022-09-16,NO,DE,desktop,7,0,2
2022-09-18,DE,IT,mobile,7,0,4
2022-09-18,IT,NO,desktop,7,0,3
2022-09-18,NO,DE,desktop,7,1,2
2022-09-20,DE,US,tablet,7,0,2
2022-09-20,IT,NO,mobile,7,0,4
2022-09-22,DE,IT,mobile,7,0,4
2022-09-22,DE,NO,mobile,7,0,5
2022-09-22,IT,DE,mobile,7,0,2
2022-09-22,NO,IT,desktop,7,0,5
2022-09-25,IT,NO,mobile,7,0,4
2022-09-26,NO,IT,desktop,7,2,6
2022-09-26,NO,IT,mobile,7,0,4
2022-09-27,NO,DE,mobile,7,1,3
2022-09-28,DE,NO,mobile,7,0,3
2022-09-29,DE,US,tablet,7,0,5
2022-09-29,IT,DE,mobile,7,2,6
2022-08-22,IT,DE,mobile,6,0,2
2022-08-23,DE,US,tablet,6,0,2
2022-08-24,NO,IT,desktop,6,1,4
2022-08-25,IT,NO,mobile,6,0,2
2022-08-25,IT,US,tablet,6,0,3
2022-08-26,IT,NO,desktop,6,1,5
2022-08-27,NL,DE,tablet,6,0,4
2022-08-28,IT,DE,desktop,6,2,3
2022-08-28,US,NL,tablet,6,0,3
2022-08-29,NO,IT,mobile,6,0,2
2022-08-29,US,NL,tablet,6,0,1
2022-08-30,NL,DE,tablet,6,0,4
2022-08-31,IT,NO,mobile,6,0,4
2022-08-31,NO,IT,desktop,6,0,1
2022-09-02,NO,DE,mobile,6,1,2
2022-09-02,NO,IT,mobile,6,0,2
2022-09-02,US,NL,tablet,6,0,2
2022-09-03,DE,US,tablet,6,0,4
2022-09-03,IT,NO,mobile,6,1,3
2022-09-03,NL,DE,tablet,6,0,2
2022-09-03,NO,DE,desktop,6,0,4
2022-09-05,NO,IT,desktop,6,0,0
2022-09-06,NO,DE,mobile,6,0,2
2022-09-06,US,NL,tablet,6,0,2
2022-09-07,US,IT,tablet,6,0,2
2022-09-08,IT,DE,mobile,6,0,2
2022-09-09,DE,US,tablet,6,0,3
2022-09-09,NL,IT,tablet,6,0,3
2022-09-09,US,IT,tablet,6,0,2
2022-09-11,DE,IT,desktop,6,0,4
2022-09-11,NL,DE,tablet,6,1,3
2022-09-11,NO,DE,mobile,6,0,4
2022-09-12,DE,US,tablet,6,0,4
2022-09-13,IT,DE,mobile,6,0,2
2022-09-13,IT,US,tablet,6,1,6
2022-09-14,NL,IT,tablet,6,0,5
2022-09-14,NO,IT,mobile,6,1,4
2022-09-15,NL,DE,tablet,6,0,4
2022-09-15,NO,DE,mobile,6,0,5
2022-09-15,NO,IT,desktop,6,1,5
2022-09-16,IT,DE,mobile,6,0,3
2022-09-16,NL,DE,tablet,6,0,4
2022-09-16,NL,IT,tablet,6,0,2
2022-09-16,NO,IT,mobile,6,0,3
2022-09-17,NO,DE,mobile,6,0,2
2022-09-18,IT,DE,mobile,6,1,1
2022-09-19,NL,DE,tablet,6,0,5
2022-09-19,NL,IT,tablet,6,0,3
2022-09-20,DE,NO,mobile,6,0,3
2022-09-20,IT,DE,mobile,6,0,3
2022-09-20,NL,IT,tablet,6,0,5
2022-09-21,IT,DE,mobile,6,1,4
2022-09-22,IT,NO,mobile,6,0,2
2022-09-22,NO,IT,mobile,6,0,2
2022-09-23,DE,IT,mobile,6,0,1
2022-09-24,DE,IT,desktop,6,1,5
2022-09-24,IT,DE,mobile,6,0,2
2022-09-24,NL,DE,tablet,6,0,1
2022-09-24,NL,IT,tablet,6,0,0
2022-09-24,NO,DE,mobile,6,0,2
2022-09-25,DE,IT,mobile,6,0,3
2022-09-25,NO,IT,desktop,6,0,4
2022-09-26,DE,NL,tablet,6,0,4
2022-09-26,DE,NO,mobile,6,0,4
2022-09-26,NO,DE,mobile,6,0,4
2022-09-27,NL,IT,tablet,6,1,2
2022-09-28,NO,IT,desktop,6,0,3
2022-09-29,IT,NO,mobile,6,0,2
2022-09-29,NO,DE,mobile,6,0,1
2022-09-29,NO,IT,desktop,6,2,4
2022-08-22,NL,DE,tablet,5,0,5
2022-08-23,IT,NO,mobile,5,0,1
2022-08-24,IT,DE,mobile,5,0,5
2022-08-24,NL,DE,tablet,5,0,1
2022-08-26,DE,US,tablet,5,0,3
2022-08-26,IT,NO,mobile,5,1,2
2022-08-28,IT,US,tablet,5,0,2
2022-08-28,NL,IT,tablet,5,0,2
2022-08-28,NO,DE,mobile,5,0,2
2022-08-28,NO,IT,mobile,5,0,2
2022-08-29,IT,US,tablet,5,0,4
2022-08-30,IT,DE,mobile,5,0,4
2022-08-30,NL,IT,tablet,5,0,2
2022-08-30,US,NL,tablet,5,0,1
2022-08-31,NO,IT,mobile,5,0,2
2022-09-01,IT,DE,mobile,5,0,3
2022-09-01,IT,NO,mobile,5,0,4
2022-09-01,NO,DE,mobile,5,0,2
2022-09-01,NO,US,tablet,5,0,1
2022-09-03,IT,DE,desktop,5,1,5
2022-09-03,IT,DE,mobile,5,0,2
2022-09-03,US,DE,tablet,5,0,1
2022-09-05,US,NL,tablet,5,0,2
2022-09-06,IT,NO,mobile,5,0,3
2022-09-06,US,NO,tablet,5,1,5
2022-09-07,NL,DE,tablet,5,0,3
2022-09-07,NO,IT,mobile,5,0,3
2022-09-09,NO,IT,desktop,5,1,4
2022-09-10,IT,DE,desktop,5,0,3
2022-09-10,IT,DE,mobile,5,0,3
2022-09-11,DE,US,tablet,5,1,3
2022-09-11,IT,DE,mobile,5,0,1
2022-09-11,NL,NO,tablet,5,0,3
2022-09-11,NO,IT,mobile,5,0,2
2022-09-13,IT,NL,tablet,5,0,2
2022-09-13,NL,DE,tablet,5,0,2
2022-09-14,DE,US,tablet,5,0,2
2022-09-15,DE,US,tablet,5,0,4
2022-09-15,IT,DE,mobile,5,0,4
2022-09-16,IT,US,tablet,5,0,4
2022-09-16,NO,DE,mobile,5,0,2
2022-09-17,DE,US,tablet,5,0,3
2022-09-18,IT,NO,mobile,5,0,1
2022-09-19,NO,DE,desktop,5,0,2
2022-09-20,NL,DE,tablet,5,0,1
2022-09-21,DE,NO,mobile,5,0,1
2022-09-21,NL,DE,tablet,5,1,3
2022-09-21,NO,DE,mobile,5,0,2
2022-09-22,NL,NO,tablet,5,0,2
2022-09-22,NO,DE,mobile,5,0,3
2022-09-23,IT,NO,mobile,5,0,3
2022-09-24,DE,IT,mobile,5,0,3
2022-09-24,IT,DE,desktop,5,0,4
2022-09-25,NL,DE,tablet,5,0,3
2022-09-25,NO,DE,desktop,5,1,3
2022-09-26,NL,DE,tablet,5,0,2
2022-09-27,IT,NO,mobile,5,0,4
2022-09-29,NL,DE,tablet,5,0,2
2022-08-22,IT,NO,mobile,4,0,2
2022-08-23,DE,NL,tablet,4,0,2
2022-08-23,IT,DE,mobile,4,0,1
2022-08-23,NO,DE,mobile,4,0,2
2022-08-23,US,NL,tablet,4,0,1
2022-08-24,NL,IT,tablet,4,0,0
2022-08-24,NL,NO,tablet,4,0,3
2022-08-25,DE,US,tablet,4,0,1
2022-08-25,NL,DE,tablet,4,0,2
2022-08-25,NO,IT,desktop,4,0,3
2022-08-26,NO,IT,desktop,4,1,3
2022-08-26,US,DE,tablet,4,0,0
2022-08-27,US,IT,tablet,4,0,0
2022-08-28,IT,NL,tablet,4,0,2
2022-08-29,IT,NO,mobile,4,0,2
2022-08-29,NO,DE,mobile,4,0,3
2022-08-29,US,IT,tablet,4,0,0
2022-08-30,DE,NL,tablet,4,0,1
2022-08-30,DE,US,tablet,4,0,1
2022-08-30,NO,DE,mobile,4,0,2
2022-08-31,DE,NL,tablet,4,0,2
2022-08-31,IT,DE,mobile,4,0,2
2022-08-31,IT,US,tablet,4,0,3
2022-09-01,NO,IT,mobile,4,0,2
2022-09-02,IT,NO,mobile,4,0,2
2022-09-02,IT,US,tablet,4,0,2
2022-09-03,DE,NL,tablet,4,1,4
2022-09-03,NL,IT,tablet,4,0,3
2022-09-03,NO,IT,desktop,4,0,3
2022-09-04,IT,DE,mobile,4,0,3
2022-09-04,NO,IT,mobile,4,0,1
2022-09-04,US,NL,tablet,4,0,3
2022-09-04,US,NO,tablet,4,0,4
2022-09-05,IT,US,tablet,4,0,3
2022-09-06,US,DE,tablet,4,0,3
2022-09-06,US,IT,tablet,4,1,1
2022-09-07,IT,NO,mobile,4,0,3
2022-09-08,NL,NO,tablet,4,0,2
2022-09-10,DE,NL,tablet,4,1,2
2022-09-10,DE,US,tablet,4,0,1
2022-09-10,IT,NO,mobile,4,0,2
2022-09-11,IT,US,tablet,4,0,3
2022-09-12,IT,NO,mobile,4,0,1
2022-09-13,NO,DE,mobile,4,1,3
2022-09-13,NO,IT,mobile,4,0,0
2022-09-14,DE,NO,mobile,4,0,1
2022-09-15,IT,NO,mobile,4,0,2
2022-09-16,DE,NL,tablet,4,0,2
2022-09-16,IT,NO,mobile,4,0,4
2022-09-16,NO,IT,desktop,4,1,2
2022-09-17,DE,NL,tablet,4,0,3
2022-09-17,NL,IT,tablet,4,0,3
2022-09-17,NO,DE,desktop,4,0,3
2022-09-18,DE,NL,tablet,4,0,3
2022-09-18,NL,IT,tablet,4,0,0
2022-09-18,NO,IT,desktop,4,0,3
2022-09-18,NO,US,tablet,4,0,4
2022-09-19,DE,US,tablet,4,0,3
2022-09-19,NL,NO,tablet,4,0,2
2022-09-20,DE,NL,tablet,4,0,0
2022-09-22,NL,DE,tablet,4,1,2
2022-09-23,NL,DE,tablet,4,0,3
2022-09-23,NO,US,tablet,4,1,3
2022-09-25,NL,IT,tablet,4,1,2
2022-09-26,IT,DE,mobile,4,0,1
2022-09-26,IT,NO,mobile,4,0,2
2022-09-26,NL,IT,tablet,4,0,1
2022-09-26,NL,NO,tablet,4,0,1
2022-09-27,DE,NO,mobile,4,0,4
2022-09-27,NO,IT,mobile,4,0,1
2022-09-27,NO,US,tablet,4,2,1
2022-09-28,DE,US,tablet,4,1,0
2022-09-29,NL,NO,tablet,4,0,2
2022-08-22,NO,IT,desktop,3,0,1
2022-08-22,NO,IT,mobile,3,0,2
2022-08-22,US,NO,tablet,3,2,0
2022-08-23,IT,US,tablet,3,0,3
2022-08-23,US,IT,tablet,3,0,2
2022-08-24,DE,IT,tablet,3,1,2
2022-08-24,IT,US,tablet,3,0,2
2022-08-24,NO,US,tablet,3,0,1
2022-08-24,US,DE,tablet,3,1,0
2022-08-24,US,IT,tablet,3,1,1
2022-08-26,NL,DE,tablet,3,0,1
2022-08-26,NL,NO,tablet,3,0,0
2022-08-26,NO,IT,mobile,3,0,1
2022-08-26,NO,US,tablet,3,0,2
2022-08-26,US,IT,tablet,3,0,0
2022-08-27,IT,US,tablet,3,0,2
2022-08-27,NO,IT,desktop,3,0,1
2022-08-27,US,DE,tablet,3,0,0
2022-08-28,IT,NO,mobile,3,0,0
2022-08-28,US,IT,tablet,3,0,0
2022-08-29,DE,NL,tablet,3,0,2
2022-08-29,NL,IT,tablet,3,0,2
2022-08-29,NO,US,tablet,3,0,1
2022-08-30,DE,NO,tablet,3,0,3
2022-08-31,NL,IT,tablet,3,0,1
2022-08-31,US,DE,tablet,3,0,3
2022-09-01,NL,NO,tablet,3,0,2
2022-09-01,NO,IT,tablet,3,0,0
2022-09-01,US,DE,tablet,3,0,2
2022-09-02,DE,NL,tablet,3,0,3
2022-09-02,NL,IT,tablet,3,0,2
2022-09-02,NL,NO,tablet,3,0,1
2022-09-02,NO,NL,tablet,3,1,2
2022-09-03,IT,NL,tablet,3,0,3
2022-09-03,NO,IT,mobile,3,0,2
2022-09-04,DE,NL,tablet,3,0,2
2022-09-04,IT,NO,mobile,3,0,1
2022-09-04,NL,IT,tablet,3,1,2
2022-09-04,NO,US,tablet,3,0,3
2022-09-04,US,DE,tablet,3,0,2
2022-09-05,IT,DE,mobile,3,0,3
2022-09-05,IT,NO,mobile,3,1,2
2022-09-05,NL,DE,tablet,3,0,2
2022-09-05,US,DE,tablet,3,0,1
2022-09-06,IT,DE,mobile,3,0,1
2022-09-06,NO,US,tablet,3,1,3
